"id","name","category","subcategory","domains","modality","disease","url","cost","licence","language","maintainer","description","best_for","notes","verified"
"pmda-exposure-response","PMDA Guideline for Exposure-Response Analysis of Drugs","guidance","PMDA","regulatory|pkpd","any","any","https://www.pmda.go.jp/files/000235605.pdf","free","n/a","n/a","PMDA / MHLW","Japan's framework for planning, conducting and reporting exposure-response analyses of efficacy and safety, and how E-R evidence supports dose selection.","S1: the Japanese counterpart to FDA's 2003 exposure-response guidance","MHLW notification dated 8 June 2020. English text is a provisional translation; the Japanese version prevails.","2026-08-26"
"pmda-poppk-pd","PMDA Guideline on Population Pharmacokinetic and Pharmacodynamic Analysis","guidance","PMDA","regulatory|poppk|pkpd","any","any","https://www.pmda.go.jp/files/000235608.pdf","free","n/a","n/a","PMDA / MHLW","Japan's expectations for population PK/PD analysis: study planning, data handling, model development and validation, and the content of the analysis plan and report.","S2: the Japanese counterpart to FDA and EMA popPK guidance","MHLW notification PSEHB/PED No. 0515-1, 15 May 2019. The English text is an explicitly provisional translation; the Japanese version is official.","2026-08-26"
"pmda-pbpk","PMDA Guidelines for Analysis Reports Involving PBPK Models","guidance","PMDA","regulatory|pbpk","any","any","https://www.pmda.go.jp/files/000239317.pdf","free","n/a","n/a","PMDA / MHLW","What a PBPK analysis report submitted in Japan must contain - model structure, parameter sources, verification against observed data, and the intended regulatory application.","S3: completes the FDA/EMA/PMDA trio of PBPK reporting standards","MHLW notification PSEHB/PED No. 1221-1, 21 December 2020. English provided for reference only; the Japanese original prevails.","2026-08-26"
"pmda-regenerative-products","PMDA Regenerative Medical Products guidelines and notifications","guidance","PMDA","regulatory","cell-therapy|gene-therapy","any","https://www.pmda.go.jp/english/review-services/reviews/0003.html","free","n/a","n/a","PMDA","Collection of the Japanese regulatory framework for cell and gene therapy: quality and safety guidelines by cell source, gene therapy and genome-editing notifications, and the conditional approval pathway.","Locating Japanese requirements for cell and gene therapy, including the conditional time-limited approval route","Landing page; documents are not labelled draft or final. Dates range from 2008 to 2025.","2026-08-27"
"ncappc","ncappc","software","NCA","poppk|pkpd","any","any","https://github.com/cacha0227/ncappc","free","GPL-3","R","Chayan Acharya, Pharmetheus","Traditional non-compartmental analysis plus simulation-based posterior predictive checks that diagnose a population PK model using NCA metrics.","Checking whether a popPK model reproduces the NCA metrics of the observed data","The NCA-based PPC diagnostic is the unusual part. Low GitHub activity - for plain NCA, PKNCA is the busier project.","2026-08-26"
"phoenix-winnonlin","Phoenix WinNonlin","software","NCA","pkpd|regulatory","any","any","https://www.certara.com/software/phoenix-winnonlin/","commercial","proprietary","GUI","Certara","Desktop workflow tool for non-compartmental analysis, compartmental PK/PD and toxicokinetics, from data preparation to report output.","NCA and bioequivalence work of the kind submitted to regulators","Pricing not published. Certara offers free licences for academic users teaching a course - tied to teaching, not general student use.","2026-08-26"
"pknca","PKNCA","software","NCA","pkpd|regulatory","any","any","https://github.com/billdenney/pknca","free","AGPL-3","R","Bill Denney and contributors","Non-compartmental analysis of PK data covering dense and sparse sampling, unit handling, imputation, CDISC-formatted output and bioequivalence assessment.","Free, scriptable NCA as an alternative to Phoenix WinNonlin","AGPL-3 is the strongest copyleft here - relevant if you plan to embed it in a hosted service.","2026-08-26"
"amici","AMICI","software","ODE/SBML engine","qsp|stats-ml|general","any","any","https://github.com/AMICI-dev/AMICI","free","BSD-3-Clause","Python","The AMICI developers","Python/C++ interface to SUNDIALS CVODES and IDAS that imports SBML or PySB models, generates optimised C++, and computes forward, steady-state and adjoint sensitivities.","Gradient-based parameter estimation of large QSP models where finite-difference gradients are too slow","Not a GUI - you supply the model and it compiles it; needs a working C++ toolchain. Pairs with PEtab.","2026-08-26"
"catalyst-jl","Catalyst.jl","software","ODE/SBML engine","qsp|general","any","any","https://docs.sciml.ai/Catalyst/stable/","free","MIT","Julia","SciML organisation","Symbolic Julia package for chemical reaction networks: one specification generates ODE, SDE, stochastic jump, steady-state and hybrid simulations, with symbolic Jacobians.","Performance-critical or stochastic systems-pharmacology models, and the SciML sensitivity ecosystem","Julia-only, and the ecosystem moves fast with breaking releases. Smaller pharmacometrics user base than R or Python equivalents.","2026-08-26"
"libroadrunner","libRoadRunner","software","ODE/SBML engine","qsp|general","any","any","https://libroadrunner.org/","free","Apache-2.0","C++","Sauro lab and contributors","Simulation engine compiling SBML models to machine code, running time courses, steady state, stochastic simulation, sensitivity analysis and metabolic control analysis via C++, C or Python.","The fast SBML solver underneath a larger workflow when repeated simulation speed matters","A library, not an application - most learners meet it indirectly through Tellurium.","2026-08-26"
"tellurium","Tellurium","software","ODE/SBML engine","qsp|general","any","any","http://tellurium.analogmachine.org/","free","Apache-2.0","Python","sys-bio community","Python environment for systems-biology modelling bundling the libRoadRunner engine and the Antimony human-readable model language, with SBML, SED-ML and COMBINE support.","Writing a reaction network in readable text, simulating it fast, and exporting reproducible SBML/SED-ML","Tellurium itself is Apache-2.0 but it is a bundle - constituent packages carry various licences.","2026-08-26"
"gastroplus","GastroPlus","software","PBPK platform","pbpk|regulatory","small-molecule","any","https://www.simulations-plus.com/software/gastroplus/","commercial","proprietary","GUI","Simulations Plus","PBPK/PBBM platform focused on oral absorption: predicting dissolution and absorption from formulation and structure, preclinical-to-human translation, DDI and bioequivalence.","Oral absorption and formulation/biopharmaceutics questions, and virtual bioequivalence","Commercial, closed-source, time-limited evaluation only. Its absorption module is the distinguishing feature - not interchangeable with Simcyp or PK-Sim on DDI or population physiology.","2026-08-26"
"open-systems-pharmacology","Open Systems Pharmacology Suite (PK-Sim and MoBi)","software","PBPK platform","pbpk|qsp|pkpd","small-molecule","any","https://www.open-systems-pharmacology.org/","free","GPL-2","GUI","Open Systems Pharmacology Community","PK-Sim for whole-body PBPK models with built-in human and lab-animal physiology, and MoBi for custom PBPK/PD and QSP models, exchanged via the PKML format.","Learning whole-body PBPK end to end without a licence fee","Genuinely open source and free for everyone including commercial use - unusual for PBPK, where the alternatives are expensive. Windows-centric GUI; scripting is via the separate ospsuite R package. Video tutorials and docs are open without registration.","2026-08-26"
"ospsuite-r","ospsuite (OSPSuite-R)","software","PBPK platform","pbpk|qsp","small-molecule","any","https://github.com/Open-Systems-Pharmacology/OSPSuite-R","free","GPL-2","R","Open Systems Pharmacology","R package to load, modify and run simulations created in PK-Sim and MoBi: change parameters, run population simulations, PK analysis, sensitivity analysis, import and plot data.","Scripting reproducible PBPK workflows on top of a model built in the PK-Sim GUI","Not a standalone simulator - the GUI suite still has to be installed. Distributed from GitHub, not CRAN.","2026-08-26"
"simcyp","Simcyp PBPK Simulator","software","PBPK platform","pbpk|regulatory","small-molecule","any","https://www.certara.com/software/simcyp-pbpk/","commercial","proprietary","GUI","Certara","Population PBPK platform for first-in-human dose prediction, drug-drug interaction screening, paediatric and special-population modelling, and formulation assessment.","Understanding what regulatory-grade population PBPK looks like in industry","Closed commercial software with no free tier. Regulatory acceptance is real - EMA qualification and use in many approved drugs - but access is not. An academic scheme exists for institutions already holding a paid licence.","2026-08-26"
"simulations-plus-qsp","DILIsym, RENAsym, NAFLDsym and related QSP libraries","software","QSP","qsp|regulatory","any","hepatology|nephrology|cardiometabolic|respiratory","https://www.simulations-plus.com/software/qsp-software/","commercial","proprietary","GUI","Simulations Plus","Pre-built disease-area QSP model libraries: drug-induced liver injury, acute kidney injury, steatotic liver disease, interstitial lung disease and pulmonary fibrosis.","Seeing what an industrially maintained, disease-specific QSP platform contains","Licensed model libraries, not a modelling language: you cannot rebuild them, and the model structure is not published in full.","2026-08-26"
"fda-cipa","FDA CiPA in silico proarrhythmia model code","software","QSP","qsp|pkpd|regulatory","small-molecule","cardiometabolic","https://github.com/FDA/CiPA","free","GPL-3","R","US FDA","Code for uncertainty quantification of the CiPA cardiac model: hERG gating with drug-binding kinetics, concentration-response for six ionic currents, and propagation of that uncertainty into action-potential simulations.","Running the regulatory cardiac-safety proarrhythmia model and seeing how parameter uncertainty reaches an action-potential endpoint","Public FDA repository, GPL-3, R with C solvers. Weak maintenance signal - three commits, no releases, and an explicit FDA disclaimer for third-party use. Pairs with P-16.","2026-08-27"
"iqr-tools","IQR Tools","software","QSP","qsp|pbpk|pkpd|poppk","any","any","https://www.intiquan.com/iqr-tools/","free-academic","proprietary","R","IntiQuan GmbH","R toolbox spanning systems biology, QSP, PBPK, PK/PD and clinical trial simulation, providing a common model definition that drives NONMEM, Monolix and nlmixr for estimation.","Running one model definition across several estimation engines","Free for academia, non-profits and government; others request a quote. Free to use is not open source, and the NONMEM/Monolix back-ends are separately licensed.","2026-08-26"
"openmalaria","OpenMalaria","software","QSP","pharmacology|stats-ml","small-molecule|vaccine","infectious-disease","https://github.com/SwissTPH/openmalaria","free","GPL-2","C++","Swiss TPH Disease Modelling Group","Stochastic simulator of malaria epidemiology and of the population-level impact of interventions, with scenarios defined through an XML schema.","Simulating population-level malaria intervention impact rather than individual exposure-response","Strong maintenance signal - 2,905 commits and three institutional maintainers. Epidemiological rather than pharmacometric: the repository page does not confirm within-host parasite or drug PK components.","2026-08-27"
"physipkpd","PhysiPKPD","software","QSP","pkpd|qsp","any","oncology","https://github.com/drbergman/PhysiPKPD","free","MIT","C++","D. Bergman, PhysiCell ecosystem","Drug-treatment module for the PhysiCell agent-based framework, implementing constant, one- and two-compartment and SBML-defined PK models and AUC- or damage-mediated PD, coupled through substrate diffusion and cellular uptake.","Linking a conventional compartmental PK model to a spatial agent-based tumour simulation","MIT licensed, 421 commits with sample projects and test infrastructure - a good maintenance signal for an academic model.","2026-08-27"
"qspio-tnbc","QSPIO-TNBC","software","QSP","qsp|pkpd|pharmacology","protein-mab|bispecific|adc|small-molecule","oncology|immunology","https://github.com/popellab/QSPIO-TNBC","free","MIT","MATLAB","Popel Systems Biology Laboratory, Johns Hopkins University","Modular immuno-oncology QSP platform for triple-negative breast cancer and NSCLC covering antigen presentation, T cell dynamics and the tumour microenvironment, with modules for checkpoint inhibitors, T cell engagers and ADCs.","Inspecting virtual-patient generation and checkpoint-inhibitor mechanism structure in a complete, runnable IO model","MIT licensed but requires MATLAB R2020b with the commercial SimBiology, Symbolic Math and Statistics toolboxes - free to copy, not free to run. Supersedes the older popellab/qspio.","2026-08-27"
"qspy","QSPy","software","QSP","qsp|pkpd","any","any","https://github.com/Borealis-BioModeling/qspy","free","BSD-2-Clause","Python","Borealis BioModeling","PySB-based Python framework for modular construction and simulation of rule-based QSP models of drug interaction with biological systems.","Adding PK/PD and dosing conventions on top of PySB rather than re-implementing them per project","Explicitly early-stage: a Work in Progress badge and version 0.1.0, no stable release. Do not build coursework on it expecting API stability.","2026-08-26"
"simbiology","SimBiology","software","QSP","qsp|pbpk|pkpd","any","any","https://www.mathworks.com/products/simbiology.html","commercial","proprietary","GUI","MathWorks","MATLAB toolbox to build, simulate and analyse QSP, PBPK and PK/PD models: parameter estimation, sensitivity analysis, Monte Carlo simulation and NCA.","QSP model building in teams already standardised on MATLAB, especially virtual-population work","Requires a paid MATLAB licence on top of the toolbox licence - the diagram interface can look free-standing but is not.","2026-08-26"
"ubiquity","Ubiquity PKPD Tools","software","QSP","qsp|pkpd|pbpk","any","any","https://ubiquity.tools/","free","BSD","R","John Harrold","Modelling system for PK, PD and QSP models: a system-file model description translated into R and MATLAB workflows, with parameter sets, NCA, pooled estimation, trial simulation and reporting.","A free, scriptable QSP/PKPD workflow with a built-in Shiny app for exploring a model","Free and BSD-licensed, but a small single-maintainer project. The MATLAB workflow needs MATLAB; the R workflow does not.","2026-08-26"
"lme4","lme4","software","R package","stats-ml|general","any","any","https://github.com/lme4/lme4","free","GPL-2","R","Ben Bolker and contributors","Fits linear, generalized linear and nonlinear mixed-effects models with nested and crossed random effects, likelihood profiling and parametric bootstrap.","Learning what random effects actually are, on ordinary hierarchical data, before meeting PK-specific NLME software","Not pharmacometrics software: no dosing records, no ODE compartments. Useful as statistical background, misleading if treated as a popPK tool.","2026-08-26"
"pmxtools","pmxTools","software","R package","poppk|pkpd","any","any","https://github.com/kestrel99/pmxTools","free","GPL-2","R","Justin Wilkins and contributors","Closed-form concentration calculations for 1-, 2- and 3-compartment models with various absorption, infusion, lag-time and steady-state cases, plus parsing of NONMEM and PsN output.","Quick closed-form PK calculations and pulling NONMEM results into R","The closed-form functions are useful with no NONMEM installed; the output-parsing half assumes NONMEM or PsN runs exist.","2026-08-26"
"ggpmx","ggPMX","software","diagnostics","poppk|pkpd","any","any","https://github.com/ggPMXdevelopment/ggPMX","free","GPL-2","R","ggPMX development team; copyright Novartis Pharma AG","ggplot2 toolbox producing publication-quality diagnostic plots and tables - residuals, EBE plots, distributions, VPCs - from Monolix, NONMEM and nlmixr fits.","One consistent diagnostic plot set across different estimation engines","Built at Novartis to standardise diagnostics following ISoP guidance. Monolix support needs the lixoftConnectors package.","2026-08-26"
"tidyvpc","tidyvpc","software","diagnostics","poppk|pkpd","any","any","https://github.com/certara/tidyvpc","free","MIT","R","Certara","Computes VPC percentiles and prediction intervals with a tidyverse-style piped interface. Supports stratification, censoring, prediction correction, binning and binless methods.","VPCs needing binless methods, censoring or prediction correction handled properly","Free and MIT-licensed even though Certara maintains it - no Certara licence needed.","2026-08-26"
"vpc","vpc","software","diagnostics","poppk|pkpd","any","any","https://github.com/ronkeizer/vpc","free","MIT","R","Ron Keizer","R package for creating visual predictive checks, the standard simulation-based diagnostic plot in pharmacometrics.","Producing a VPC regardless of which engine produced the simulations","Engine-agnostic: you supply the simulation output. Installed from GitHub. tidyvpc is a more actively developed alternative.","2026-08-26"
"xpose","xpose","software","diagnostics","poppk|pkpd","any","any","https://uupharmacometrics.github.io/xpose/","free","LGPL-3","R","Benjamin Guiastrennec, Andrew Hooker, Sebastian Ueckert, Mats Karlsson","ggplot2-based diagnostics for nonlinear mixed-effects population models. Imports NONMEM output and produces goodness-of-fit plots, individual profiles and VPCs.","Modern, customisable NONMEM diagnostic plots you can restyle with ggplot2","The ggplot2 rewrite of xpose4 - pick this for new work. Reads NONMEM output, so presumes a NONMEM licence somewhere.","2026-08-26"
"xpose4","Xpose 4","software","diagnostics","poppk|pkpd","any","any","https://github.com/UUPharmacometrics/xpose4","free","LGPL-3","R","Andrew Hooker, Mats Karlsson, Niclas Jonsson","Model-building aid for nonlinear mixed-effects population analysis with NONMEM: data exploration, visualisation, model diagnostics, covariate identification and model comparison.","Classic NONMEM diagnostics, and reproducing plots from older papers and courses","The older lattice-based generation. Much teaching material still assumes xpose4, which is why both exist.","2026-08-26"
"mirdcalc","MIRDcalc","software","dosimetry","general|pbpk","radioligand","oncology","https://mirdsoft.org/mirdcalc","free","unknown","GUI","University of Florida and Memorial Sloan Kettering","Organ-level internal dosimetry calculator implementing the MIRD schema, with 333 radionuclides, 12 ICRP reference phantoms, 81 source and 43 target regions, converting time-activity data to absorbed doses.","Turning organ time-activity curves from a PK model into MIRD organ absorbed doses using reference phantoms","Free to download but not open source, and it runs only on Windows with a licensed Microsoft Excel installation.","2026-08-27"
"mird-calculation-python","MIRDCalculation","software","dosimetry","general","radioligand","oncology","https://github.com/mghro/MIRDCalculation","free","MIT","Python","MGH Physics Research, Massachusetts General Hospital","Voxel-level internal dosimetry applying Lanconelli voxel S-values to SPECT or PET activity maps interpolated onto the CT grid, supporting seven therapeutic radionuclides, with BED, EUD, dose-volume histograms and reports.","Scripting voxel dosimetry and radiobiological dose metrics for a radioligand cohort inside a Python workflow","MIT licensed, 134 commits. S-value convolution only - no Monte Carlo transport.","2026-08-27"
"slicer-opendose3d","SlicerOpenDose3D","software","dosimetry","pbpk|general","radioligand","oncology","https://gitlab.com/opendose/opendose3d","free","Apache-2.0","Python","OpenDose collaboration","3D Slicer module for patient-specific molecular radiotherapy dosimetry: image registration and segmentation, time-activity curve fitting across serial SPECT or PET studies, and absorbed dose calculation.","Going from serial post-therapy images to organ and lesion absorbed doses, end to end and reproducibly","857 commits with CI, developed since 2019 - the strongest maintenance signal of the dosimetry tools here. Requires a 3D Slicer installation.","2026-08-27"
"adapt","ADAPT","software","estimation engine","pkpd|poppk","any","any","https://bmsr.usc.edu/software/adapt/","free","BMSR Release Agreement","Fortran","Biomedical Simulations Resource, University of Southern California","Computational modelling platform for pharmacokinetic and pharmacodynamic analysis, developed and supported at USC since 1985.","Individual and population PK/PD estimation, especially maximum-likelihood and Bayesian individual fitting","Free but not open source - you must submit a Release Agreement. Windows only, and needs Intel oneAPI plus Visual Studio: a real barrier on Mac or Linux.","2026-08-26"
"monolix-suite","MonolixSuite","software","estimation engine","pkpd|poppk","any","any","https://monolixsuite.slp-software.com/","commercial","proprietary","GUI","Simulations Plus","Monolix for population PK/PD by SAEM, PKanalix for NCA, Simulx for simulation, plus an R API.","SAEM-based population modelling with a GUI, and NCA plus simulation in one toolchain","Formerly Lixoft; monolix.lixoft.com now redirects here. No pricing or academic terms stated on the page.","2026-08-26"
"nlmixr2","nlmixr2","software","estimation engine","pkpd|poppk","any","any","https://nlmixr2.org/","free","GPL-3","R","Matthew Fidler and the nlmixr2 team","R package fitting nonlinear mixed-effects models specified as differential equations with flexible dosing, using compiled C from rxode2 to solve the ODEs.","Learning population PK/PD estimation without paying for a licence","The closest free substitute for NONMEM or Monolix. Needs a C/C++ toolchain (Rtools on Windows). Worked examples include phenobarbital, nimotuzumab and a mavoglurant PBPK model.","2026-08-26"
"nonmem","NONMEM","software","estimation engine","pkpd|poppk","any","any","https://www.iconplc.com/solutions/technologies/nonmem","commercial","proprietary","Fortran","ICON plc","Nonlinear mixed-effects estimation program for population PK and PK/PD, bundled with PREDPP and NM-TRAN. Current version 7.6.","Fitting population PK/PD models in the format regulators and most industry groups expect","Annual subscription; fee not published. Distributed as Fortran 95 source, so you must supply a compatible compiler. Not usable on a zero budget.","2026-08-26"
"phoenix-nlme","Phoenix NLME","software","estimation engine","pkpd|poppk","any","any","https://www.certara.com/software/phoenix-nlme/","commercial","proprietary","GUI","Certara","Nonlinear mixed-effects engine for population PK via a graphical model editor or the Phoenix Modeling Language, with parametric and non-parametric algorithms and VPC output.","Population PK modelling when you want a GUI rather than a text control stream","Pricing not published. Free Pirana and RsNLME licences are offered for academic use.","2026-08-26"
"pmetrics","Pmetrics","software","estimation engine","poppk|pkpd","any","any","https://lapkb.org/","free","shareware with suggested donation","R","USC Laboratory of Applied Pharmacokinetics and Bioinformatics","R package for non-parametric and parametric population and individual PK/PD modelling and simulation; version 3 runs a bundled Rust engine.","Non-parametric population PK, where the parameter distribution is not assumed normal","The repo states shareware with a suggested donation rather than a standard open-source licence - read it before institutional use.","2026-08-26"
"pumas","Pumas","software","estimation engine","pkpd|poppk","any","any","https://pumas.ai/","freemium","proprietary","Julia","Pumas-AI","Commercial modelling and simulation suite for pharmacometrics built on Julia, sold alongside consulting services.","Population PK/PD modelling in Julia when speed on large problems matters","Not open source. A Pumas for Academia programme gives complimentary access for non-commercial research; commercial pricing not published. Requires learning Julia.","2026-08-26"
"saemix","saemix","software","estimation engine","poppk|stats-ml","any","any","https://saemix.r-forge.r-project.org/","free","unknown","R","saemix development group","R implementation of the Stochastic Approximation EM algorithm for parameter estimation in nonlinear mixed-effects models fitted to longitudinal data.","Understanding how SAEM works, or fitting NLME models without a PK-specific dosing layer","Licence not stated on the project page or either GitHub repo - treat as unconfirmed. No NONMEM-style dosing records out of the box.","2026-08-26"
"stan","Stan","software","estimation engine","stats-ml|general","any","any","https://mc-stan.org/","free","open source","Stan","Stan Development Team","Probabilistic programming platform for Bayesian inference with its own modelling language and interfaces from R, Python, Julia and the shell.","Learning Bayesian hierarchical modelling before adding PK structure via Torsten","Not pharmacometrics software on its own - dosing, compartments and steady state are things you write yourself, or get from Torsten.","2026-08-26"
"torsten","Torsten","software","estimation engine","pkpd|poppk|stats-ml","any","any","https://metrumresearchgroup.github.io/Torsten/","free","BSD-3-Clause","Stan","Metrum Research Group","Stan functions for pharmacometric data: one- and two-compartment analytical solutions, matrix-exponential solutions for linear systems, and ODE integration for coupled PK/PD models.","Fully Bayesian population PK/PD when you want posterior distributions rather than point estimates","The documentation warns it is still a prototype needing further testing before critical use. Uses NONMEM-style data conventions but needs no NONMEM licence. Ships runnable example models. Requires knowing Stan first.","2026-08-26"
"pfim","PFIM","software","optimal design","poppk|pkpd","any","any","http://www.pfim.biostat.fr/","free","GPL-2","R","PFIM Group, INSERM / Universite Paris Cite","Evaluates and optimises population designs for nonlinear mixed-effects models via the Fisher information matrix: number of groups, subjects per group and sampling times.","Design evaluation as an independent check on, or alternative to, PopED","PFIM 5.0 (2022) was rewritten around S4 classes, so tutorials written for PFIM 4 and earlier will not run unchanged.","2026-08-26"
"poped","PopED","software","optimal design","poppk|pkpd","any","any","https://andrewhooker.github.io/PopED/","free","LGPL-3","R","Andrew Hooker, Uppsala University","Computes optimal experimental designs for population and individual studies based on nonlinear mixed-effects models, generally via Fisher Information Matrix calculations.","Choosing sampling times and group sizes before a PK study is run","Optimal design assumes you already have a plausible model and parameter values - the answer is only as good as those priors.","2026-08-26"
"cpath-alzheimers-trial-simulation","Alzheimer's Disease Clinical Trial Simulation Tool","software","qualified tool","pkpd|poppk|regulatory","any","cns","https://c-path.org/tools-platforms/alzheimers-disease-clinical-trial-simulation-tool/","free","unknown","R","Critical Path Institute, CPAD consortium","Drug-disease-trial model for mild-to-moderate Alzheimer's using ADAS-Cog, coupling disease progression, drug effect, dropout, placebo response and sources of variability.","Learning how a regulator-reviewed model separates progression, placebo and dropout components","NOT directly downloadable: access requires a request form, and the page states the application is under construction. Weak maintenance signal despite the regulatory pedigree.","2026-08-27"
"cpath-dmd-trial-simulation","DMD Clinical Trial Simulation Tool","software","qualified tool","pkpd|poppk|regulatory","any","rare-disease","https://c-path.org/tools-platforms/dmd-clinical-trial-simulation-tool/","free","unknown","R","Critical Path Institute, Duchenne Regulatory Science Consortium","Longitudinal disease-progression models for Duchenne muscular dystrophy covering supine-stand, four-stair climb, ten-metre walk, forced vital capacity and North Star Ambulatory Assessment, with covariates for severity, age, steroid use and mutation.","A worked multi-endpoint rare-disease progression model usable for trial sizing and enrichment","Genuinely obtainable on application, as a hosted Shiny app or an R package, through the RDCA-DAP portal. EMA has issued a Letter of Support rather than full qualification.","2026-08-27"
"berkeley-madonna","Berkeley Madonna","software","simulation","pkpd|pbpk|general","any","any","https://berkeley-madonna.myshopify.com/","commercial","proprietary","standalone","Berkeley Madonna","General-purpose differential equation solver with a graphical flowchart interface: build models from icons, generate equations, run multiple integration schemes, fit curves.","Building and seeing an ODE model - including PBPK-style structures - without writing code","Paid; tiers listed but no prices. Used in several published tutorials (the TMDD tutorial supplement among them), which is why it still appears in the literature.","2026-08-26"
"campsis","Campsis","software","simulation","pkpd|poppk","any","any","https://github.com/Calvagone/campsis","free","GPL-3","R","Calvagone","Generic PK/PD simulation platform sitting on top of the rxode2 and mrgsolve engines: create datasets, load models, simulate and plot through one interface.","Building simulation datasets and scenarios without hand-writing engine-specific code","A wrapper, not an engine - you still need rxode2 or mrgsolve working. Smaller user base than the engines it wraps.","2026-08-26"
"carcade","CARCADE","software","simulation","qsp|pharmacology","cell-therapy","oncology","https://github.com/bagherilab/CARCADE","free","GPL-3","Java","Bagheri lab","Agent-based model of CAR T-cell therapy in dish and tissue contexts with healthy cells, cancer cells, cancer stem cells and CD4+/CD8+ CAR T-cell agents, vasculature, and profilers for growth and lysis.","Spatially resolved questions about CAR T trafficking, exhaustion and CD4/CD8 ratio that compartmental kinetics cannot express","Runs from a jar configured by XML, built on the MASON agent-based library. Nine commits, no releases.","2026-08-27"
"cartmath","CARTmath","software","simulation","pkpd|qsp","cell-therapy","oncology|haematology","https://github.com/tmglncc/CARTmath","free","unknown","R","Barros, Paixao, Valli and colleagues","Shiny simulator of a three-population ODE model of CAR-T therapy in preclinical haematological cancer - tumour cells, effector CAR-T cells and a long-term memory pool - with tumour-induced immunosuppression.","A first interactive CAR-T model where expansion, contraction and memory persistence can be varied by hand","Run locally via app.R; needs shiny, plotly and DT. Licence not stated. Fourteen commits - a frozen paper companion.","2026-08-27"
"mrgsolve","mrgsolve","software","simulation","pkpd|poppk|qsp|pbpk","any","any","https://mrgsolve.org/","free","GPL-2","R","Metrum Research Group","R package for simulating hierarchical ODE-based models used in drug development - PK, PK/PD, PBPK and QSP - with a C++ ODEPACK solver and a dosing/event dataset interface.","Trial simulation and QSP-scale simulation from a model whose parameters you already have","Very active: release 2.0.2, June 2026. Simulation only, no estimation. Ships a built-in model library via mread('pk1', modlib()). Models are written in a C++-flavoured spec, not SBML.","2026-08-26"
"pkpdsim","PKPDsim","software","simulation","pkpd|poppk","any","any","https://github.com/InsightRX/PKPDsim","free","MIT","R","InsightRX","R library for numerical integration of ODE systems aimed at PK-PD mixed-effects models, supporting ADVAN-style analytical solutions alongside numerical solving.","Simulating dosing regimens quickly, including from published literature models","Ships pre-built literature models as installable packages - convenient, but the model is only as good as that transcription.","2026-08-26"
"rxode2","rxode2","software","simulation","pkpd|poppk","any","any","https://nlmixr2.github.io/rxode2/","free","GPL","R","Matthew Fidler, Wenping Wang, Melissa Hallow","R package for simulating from ODE-based pharmacometric models. Equations are written in an R-like mini-syntax, translated to C and compiled.","Fast simulation from a PK/PD model you wrote yourself; also the solver under nlmixr2","Successor to RxODE - use rxode2 for new work. Needs a C compiler. Simulation only; estimation comes from nlmixr2.","2026-08-26"
"serosim","serosim","software","simulation","stats-ml|pkpd","vaccine","infectious-disease|immunology","https://github.com/seroanalytics/serosim","free","GPL-3","R","seroanalytics organisation","Simulates serological survey data from user-specified exposure, immunity and antibody kinetics models, then applies a sampling design to produce observed biomarker data.","Generating simulated vaccine-response datasets to test an estimation method before applying it to real titres","Companion to serosolver. Four vignette case studies including measles, multi-pathogen and cross-reactive influenza.","2026-08-27"
"serosolver","serosolver","software","simulation","stats-ml|pkpd","vaccine","infectious-disease|immunology","https://github.com/seroanalytics/serosolver","free","GPL-3","R","seroanalytics organisation","Hierarchical MCMC framework fitting a time-since-infection antibody kinetics model - boosting, waning, antigenic seniority - to serological data to reconstruct infection and vaccination histories.","Estimating antibody boosting and waning parameters from post-vaccination titre data","Installed from GitHub. A stable published branch is maintained for existing projects while the main branch is overhauled.","2026-08-27"
"simglucose","simglucose","software","simulation","pkpd|stats-ml|pharmacology","peptide","cardiometabolic","https://github.com/jxx123/simglucose","free","MIT","Python","Jinyu Xie","Python reimplementation of the 2008 UVA/Padova type 1 diabetes glucose-insulin model with 30 in-silico subjects across three age groups, meal scenarios, CGM and pump models, and a Gymnasium environment.","Running a glucose-insulin PK/PD simulation and testing insulin dosing or closed-loop control without a commercial licence","Explicitly research-use-only: it reimplements an FDA-accepted model but is NOT itself the accepted simulator, which remains commercially licensed. That distinction matters if you cite it.","2026-08-27"
"simulx","Simulx","software","simulation","pkpd|poppk|qsp","any","any","https://monolixsuite.slp-software.com/simulx/","commercial","proprietary","GUI","Simulations Plus","Clinical trial simulation application: define populations, covariates, parameters and dosing regimens, simulate user-designed scenarios and compute endpoints.","Trial simulation and what-if dosing scenarios from a model fitted in Monolix","Part of the commercial MonolixSuite; model import is oriented to Monolix/PKanalix projects, so not a general-purpose SBML engine. Has an R API.","2026-08-26"
"thurber-lab-adc-code","Thurber Lab ADC model code","software","simulation","pkpd|pbpk|qsp","adc|protein-mab","oncology","https://thurberlab.engin.umich.edu/code/","free","unknown","MATLAB","Greg Thurber lab, University of Michigan","Downloadable ADC models: an ADC Designer interface, a Krogh cylinder PBPK model linking tissue and cellular distribution to whole-animal PK, a Krogh cylinder interface, and the SimADC agent-based model.","Simulating ADC tumour penetration, the binding-site barrier and bystander payload killing rather than plasma PK alone","No licence stated. ADC Designer runs under the free MATLAB Runtime if MATLAB is unavailable; SimADC is a large VirtualBox image.","2026-08-27"
